id	filename	md5	size	state
0a51d579-d653-4e4a-ba25-c26306ae8a5d	TCGA-25-1623-01Z-00-DX1.28D89405-5F27-47CF-ABC7-01AB494C28D2.svs	6dc8f11e33901053a77c0efa059ff4da	3626573712	released
3bf51b4e-7c99-4dcd-9859-55add0d5d276	TCGA-OY-A56Q-01Z-00-DX1.F1556F26-8845-4962-9004-70F9747B46B7.svs	b09fd2206efe9d0c28fb81a0d3308397	912585610	released
b43f13e1-0515-4801-acb6-ecce5bb641df	TCGA-42-2591-01Z-00-DX1.ea85e14f-5f0a-4ed0-9afe-025bb95fca40.svs	9fca1b9081347cc14571a66be479fef3	415765713	released
9cb26137-6f1d-4c3f-907e-b62a648800e5	TCGA-23-2078-01Z-00-DX1.E31A9C1E-00EF-4B0D-A15D-6A5C2D00E986.svs	d6e4e468dec5e4bb0aabfd44816cdcd3	1032145867	released
008b0fa9-3938-4edd-b789-c26f59cad157	TCGA-25-1628-01Z-00-DX1.8275623E-8A30-4ABB-8846-34DAEE43523E.svs	beda06aaf986423b5f2a040d9f286aac	2597671096	released
a2862d60-49de-477a-a747-be6befb1c4c3	TCGA-25-1318-01Z-00-DX1.742CB28E-DB0A-4BE1-8047-5265FE80F861.svs	adc329385695c0b5fc377b043c94542e	3433000966	released
38047024-204f-472e-a674-a7fce37ec05d	TCGA-23-1113-01Z-00-DX1.D72B1587-444A-4DEC-8D92-703699822BE2.svs	614c9505117433a2a540639077415545	988224639	released
92763f31-c9e9-4e37-9427-c96b48dc1dbb	TCGA-13-A5FT-01Z-00-DX1.2B292DC8-7336-4CD9-AB1A-F6F482E6151A.svs	bf3a1e701b605b7316b80f755b84de08	691602559	released
f284663d-5842-4845-b9c1-eb533842aeb9	TCGA-23-1110-01Z-00-DX1.61C2DBB8-7F5C-4878-BEDC-6AE061A2D7D4.svs	f89a1ab32f0b4d45f12f17cce8522cdc	1992524927	released
738e6465-b6dc-4649-b120-7271e718c818	TCGA-23-1123-01Z-00-DX1.764A8E5C-F2E7-441D-B9FB-23ECF7183740.svs	8ce280278933c73a9c67c68cf44d61ba	2092687325	released
9cda7cf6-9a53-4709-844b-91ffec8a882c	TCGA-13-A5FU-01Z-00-DX1.9AD9E4B9-3F87-4879-BC0F-148B12C09036.svs	338ba8b797984df4b6e027d8d19997e2	544302707	released
0ffa4e00-64cb-4aca-ab8b-429748fb5892	TCGA-23-1119-01Z-00-DX1.44D3D70A-A421-4962-8385-2A3CF8E9880A.svs	e286642e25c43a5a53bb1cb44eb8bbe8	2679787667	released
caa0df62-dcab-44c6-8104-489cfce8f5a8	TCGA-42-2582-01Z-00-DX1.891d6182-c96b-4709-abeb-314d6874856a.svs	a33e7a06b62e2dd3fe21aec535a355fb	194853649	released
408db121-e1af-497f-a9ad-12b2ead83bc0	TCGA-23-2649-01Z-00-DX1.C94C3B32-D5F5-4A85-9F35-50B377FF9E75.svs	7102f5a08312bd099162fa0a94d015a8	1158200527	released
0078415c-a872-4998-b715-51ad952c72dc	TCGA-23-1809-01Z-00-DX1.A8767DEC-EB1A-4EDC-906E-C0560A30455F.svs	bbba95f91807549ec1b8a814842867dd	1744362619	released
311ca86b-adca-4f8f-84fd-56cb83fc3f85	TCGA-25-1635-01Z-00-DX1.D21D2855-43F0-4766-934A-3CE1E3A099B9.svs	8dac7d66a4a5c2d61aadc4e992cfed0e	3257709758	released
10ba2a6b-c8a7-4857-9e1b-06cee2eac8f2	TCGA-57-1994-01Z-00-DX1.A0798185-30C5-4C32-B1A8-B440D4F4ED95.svs	cedd220ef9e4f9ab5a73fe5ff3afff68	93340338	released
a542e31d-f98f-4f52-80f1-55f724c3e5f1	TCGA-23-1027-01Z-00-DX1.53F9DFF4-6811-4184-B2FD-1F6706B948FD.svs	1e6631b009fecdedb4e41761e687ebe4	1642502065	released
29720b74-4c8e-44c0-af34-b498cff09f82	TCGA-42-2588-01Z-00-DX1.e0bd9f78-2078-4bc3-867b-136d117f7b13.svs	c6f5734281d5ffd49b25386025a97184	252398217	released
ce541b1c-f962-4486-9547-8d2292f0b094	TCGA-23-1122-01Z-00-DX1.991C230C-E3B4-4DAC-9DCC-69E9FA7DF772.svs	cfd1216a8dda30eb20b3dda47e512894	2368635901	released
86303cca-7794-4c32-b71d-86664759db36	TCGA-57-1585-01Z-00-DX1.934E0F30-F804-4CFA-92D5-41576DA6C367.svs	5e94cce98ceeb88b88f970a36b75f4e6	234287190	released
59446ef0-4b39-4eb9-a5c7-64ce5ab1e831	TCGA-25-2042-01Z-00-DX1.79198B62-0E0B-46C4-8D35-FE20582B8035.svs	1eec6fbca1494e99f94ec89d7530a407	3144896714	released
